"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT05","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT16","WT19","WT21","WV03","WV20"
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-09","6.71",,"0.00","0.0","0.0",,"66","42",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-10","5.82",,"0.00","0.0","0.0",,"72","51",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-11","9.17",,"0.00","0.0","0.0",,"73","54",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-12","13.65",,"0.81","0.0","0.0",,"78","65",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-13","8.72",,"0.19","0.0","0.0",,"83","64",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-14","10.51",,"0.00","0.0","0.0",,"77","64",,,,,,,,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-15","11.41",,"0.00","0.0","0.0",,"76","66",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-16","5.59",,"0.00","0.0","0.0",,"74","56",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-17","4.03",,"0.00","0.0","0.0",,"79","51",,,,,,"    1",,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-18","5.82",,"0.00","0.0","0.0",,"79","58",,,,,,"    1",,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-19","7.83",,"0.00","0.0","0.0",,"77","57",,,,,,"    1",,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-20","12.97",,"0.15","0.0","0.0",,"78","65",,,,,,,,"    1",,,"    1",,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-21","10.51",,"0.02","0.0","0.0",,"70","51",,,,,,"    1",,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-22","6.71",,"0.00","0.0","0.0",,"71","44",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-23","9.40",,"0.80","0.0","0.0",,"71","60",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-24","12.53",,"0.09","0.0","0.0",,"77","69",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-25","8.95",,"0.00","0.0","0.0",,"83","66",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-26","8.50",,"0.00","0.0","0.0",,"83","66",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-27","9.84",,"0.00","0.0","0.0",,"86","66",,,,,,"    1",,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-28","17.67",,"0.00","0.0","0.0",,"87","71",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-29","19.91",,"0.00","0.0","0.0",,"80","57",,,,,,,,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-30","8.95",,"0.00","0.0","0.0",,"72","50",,,,,,"    1",,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-03-31","9.40",,"0.00","0.0","0.0",,"70","50",,,,,,"    1",,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-01","8.95",,"0.00","0.0","0.0",,"73","50",,,,,,"    1",,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-02","6.71",,"0.00","0.0","0.0",,"75","50",,,,,,,,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-03","16.11",,"0.00","0.0","0.0",,"79","68",,,,,,,,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-04","13.87",,"0.39","0.0","0.0",,"75","68",,,,,,,,"    1",,,"    1",,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-05","12.75",,"0.00","0.0","0.0",,"75","53",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-06","9.40",,"0.00","0.0","0.0",,"72","49",,,,,,,,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-07","7.16",,"0.00","0.0","0.0",,"74","47",,,,,,"    1",,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-08","9.62",,"0.00","0.0","0.0",,"77","54",,,,,,"    1",,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-09","12.75",,"0.14","0.0","0.0",,"76","63",,,,,,"    1",,"    1",,,"    1",,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-10","10.29",,"0.02","0.0","0.0",,"82","67",,,,,,"    1",,"    1",,,"    1",,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-11","11.41",,"0.00","0.0","0.0",,"73","61",,,,,,"    1",,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-12","11.63",,"0.00","0.0","0.0",,"80","60",,,,,,,,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-13","10.51",,"0.06","0.0","0.0",,"77","68",,,,,,"    1",,"    1",,,"    1",,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-14","8.28",,"0.15","0.0","0.0",,"86","65",,,,,,"    1",,"    1",,,"    1",,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-15","9.62",,"0.03","0.0","0.0",,"73","61",,,,,,,,,,,"    1",,,,,"    1","    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-16","12.97",,"0.00","0.0","0.0",,"75","59",,,,,,,,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-17","10.29",,"0.00","0.0","0.0",,"74","54",,,,,,,,,,,,,,,,"    1","    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-18","8.05",,"0.00","0.0","0.0",,"76","51",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-19","9.40",,"0.00","0.0","0.0",,"77","46",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-20","9.17",,"0.00","0.0","0.0",,"80","60",,,,,,"    1",,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-21","9.62",,"0.00","0.0","0.0",,"82","58",,,,,,,,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-22","11.41",,"0.00","0.0","0.0",,"84","68",,,,,,,,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-23","10.96",,"0.04","0.0","0.0",,"88","70",,,,,,"    1",,,,,"    1",,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-24","9.17",,"0.00","0.0","0.0",,"78","56",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-25","6.26",,"0.00","0.0","0.0",,"79","48",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-26","8.95",,"0.00","0.0","0.0",,"82","59",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-27","9.17",,"0.00","0.0","0.0",,"82","57",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-28","7.16",,"0.00","0.0","0.0",,"85","58",,,,,,"    1",,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-29","4.03",,"0.00","0.0","0.0",,"84","59",,,,,,"    1",,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-04-30","7.38",,"0.00","0.0","0.0",,"84","65",,,,,,"    1",,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-01","9.62",,"0.00","0.0","0.0",,"89","68",,,,,,,,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-02","14.09",,"0.00","0.0","0.0",,"86","70",,,,,,,,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-03","12.53",,"0.00","0.0","0.0",,"91","67",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-04","12.97",,"0.00","0.0","0.0",,"93","70",,,,,,"    1",,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-05","9.17",,"0.00","0.0","0.0",,"91","70",,,,,,"    1",,"    1",,,"    1",,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-06","10.96",,"0.00","0.0","0.0",,"90","72",,,,,,"    1",,"    1",,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-07","10.96",,"0.00","0.0","0.0",,"87","69",,,,,,"    1","    1",,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-08","12.97",,"0.00","0.0","0.0",,"87","70",,,,,,,,"    1",,,"    1",,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-09","10.51",,"0.15","0.0","0.0",,"76","70",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-10","10.29",,"0.00","0.0","0.0",,"78","63",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-11","5.59",,"0.00","0.0","0.0",,"80","56",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-12","8.05",,"0.00","0.0","0.0",,"82","61",,,,,,,,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-13","6.04",,"0.00","0.0","0.0",,"82","60",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-14","5.59",,"0.00","0.0","0.0",,"85","60",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-15","6.71",,"0.00","0.0","0.0",,"87","68",,,,,,"    1",,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-16","10.29",,"0.00","0.0","0.0",,"81","70",,,,,,"    1",,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-17","11.86",,"0.00","0.0","0.0",,"78","70",,,,,,,,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-18","10.29",,"0.00","0.0","0.0",,"77","69",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-19","8.50",,"0.00","0.0","0.0",,"80","58",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-20","11.18",,"0.00","0.0","0.0",,"84","64",,,,,,,,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-21","11.18",,"0.00","0.0","0.0",,"85","71",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-22","13.87",,"0.22","0.0","0.0",,"84","74",,,,,,,,,,,"    1",,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-23","8.95",,"1.35","0.0","0.0",,"84","72",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-24","5.14",,"1.27","0.0","0.0",,"84","70",,,,,,"    1",,"    1",,,"    1",,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-25","4.70",,"0.00","0.0","0.0",,"79","69",,,,,,"    1",,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-26","4.70",,"0.23","0.0","0.0",,"81","68",,,,,,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-27","10.96",,"0.93","0.0","0.0",,"82","72",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-28","10.29",,"0.20","0.0","0.0",,"78","72",,,,,,"    1",,,,,"    1",,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-29","9.62",,"1.22","0.0","0.0",,"79","72",,,,,,,,,,,"    1",,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1984-05-30","8.05",,"0.18","0.0","0.0",,"80","69",,,,,,"    1",,,,,"    1",,,,,"    1","    1",,,,
